Year,Team,Win,Loss,PF,PA,PD,AvgPF,AvgPA,Attendance
2011,Miami (OH),3,3,182,,,30.3333333333333,,16173.8333333333
2011,Michigan State,7,0,268,85,183,38.2857142857143,12.1428571428571,74077.8571428572
2011,Middle Tennessee,1,5,216,297,-81,30.8571428571429,42.4285714285714,16264.1428571429
2011,Missouri,5,1,210,100,110,35,16.6666666666667,62095.1666666667
2011,NC State,6,1,257,157,100,36.7142857142857,22.4285714285714,56286.8571428572
2011,Nebraska,5,1,216,132,84,36,22,85212.6666666667
2011,Nevada,4,1,200,93,107,40,18.6,15856.8
2011,New Mexico,1,5,159,,,26.5,,20026.6666666667
2011,Northern Illinois,6,0,246,138,108,41,23,15559
2011,Northwestern,3,3,163,147,16,27.1666666666667,24.5,33441.5
2011,Notre Dame,4,2,199,128,71,33.1666666666667,21.3333333333333,80795
2011,Ohio,5,1,167,88,79,27.8333333333333,14.6666666666667,19890.8333333333
2011,Oklahoma,5,1,252,120,132,42,20,85161.1666666667
2011,Ole Miss,1,5,239,103,136,39.8333333333333,17.1666666666667,55922.6666666667
2011,Oregon State,2,4,163,180,-17,27.1666666666667,30,42420.1666666667
2011,Penn State,5,2,146,85,61,20.8571428571429,12.1428571428571,101325.857142857
2011,Rutgers,6,1,212,117,95,30.2857142857143,16.7142857142857,43761
2011,San Diego State,4,3,237,189,48,33.8571428571429,27,39865.1428571429
2011,SMU,5,1,195,113,82,32.5,18.8333333333333,22369.6666666667
2011,South Alabama,4,1,128,92,36,25.6,18.4,19192.4
2011,Southern Miss,6,0,220,86,134,36.6666666666667,14.3333333333333,28400.3333333333
2011,Syracuse,4,3,185,182,3,26.4285714285714,26,40504
2011,Texas A&M,4,3,284,151,133,40.5714285714286,21.5714285714286,87183.2857142857
2011,Toledo,4,2,302,232,70,50.3333333333333,38.6666666666667,22156.8333333333
2011,Troy,3,2,139,141,-2,27.8,28.2,17898.4
2011,UCF,5,1,197,47,150,32.8333333333333,7.83333333333333,34282.5
2011,UCLA,5,1,180,139,41,30,23.1666666666667,56645.1666666667
2011,UMass,2,2,112,122,-10,28,30.5,10004.5
2011,USC,6,1,266,162,104,38,23.1428571428571,74806.2857142857
2011,UTEP,3,3,167,195,-28,27.8333333333333,32.5,26938.5
2011,Virginia,4,2,154,123,31,25.6666666666667,20.5,45743
2011,Washington,5,0,195,137,58,39,27.4,60749.8
2011,West Virginia,5,0,208,71,137,41.6,14.2,55276.6
2011,Wisconsin,6,0,311,58,253,51.8333333333333,9.66666666666667,79551.3333333333
2012,Alabama,6,1,268,57,211,38.2857142857143,8.14285714285714,101721.714285714
2012,Arizona,6,2,355,218,137,44.375,27.25,47931.375
2012,Arkansas,3,4,239,,,34.1428571428571,,67718.8571428572
2012,Arkansas State,5,1,228,106,122,38,17.6666666666667,26398.1666666667
2012,Ball State,4,1,173,139,34,34.6,27.8,12929.8
2012,Baylor,5,1,262,168,94,43.6666666666667,28,41194.1666666667
2012,Boise State,5,1,228,,,38,,35404.1666666667
2012,Boston College,2,4,202,137,65,33.6666666666667,22.8333333333333,37019.6666666667
2012,Buffalo,3,3,266,110,156,44.3333333333333,18.3333333333333,13241.8333333333
2012,BYU,4,1,198,74,124,39.6,14.8,60775.8
2012,California,2,5,196,187,9,28,26.7142857142857,55875.7142857143
2012,Clemson,6,1,302,167,135,43.1428571428572,23.8571428571429,81426.8571428572
2012,Colorado,0,6,175,,,29.1666666666667,,45372.5
2012,FIU,1,5,190,161,29,31.6666666666667,26.8333333333333,13634.3333333333
2012,Florida State,6,1,350,91,259,50,13,75601.1428571429
2012,Georgia State,0,6,163,222,-59,27.1666666666667,37,12308.8333333333
2012,Georgia Tech,4,3,275,196,79,39.2857142857143,28,43954.5714285714
2012,Hawaii,3,3,186,172,14,31,28.6666666666667,30031
2012,Illinois,2,5,230,122,108,32.8571428571429,17.4285714285714,45564.2857142857
2012,Indiana,2,4,177,224,-47,29.5,37.3333333333333,44802.1666666667
2012,Iowa State,3,4,188,164,24,26.8571428571429,23.4285714285714,55273.8571428572
2012,Kansas,1,5,171,134,37,28.5,22.3333333333333,41328.5
2012,Kansas State,7,0,335,137,198,47.8571428571429,19.5714285714286,50277.5714285714
2012,Kent State,5,0,190,118,72,38,23.6,17880.2
2012,Louisiana,5,1,239,140,99,39.8333333333333,23.3333333333333,22865
2012,Louisiana Tech,4,1,276,171,105,55.2,34.2,22918.4
2012,Marshall,3,3,213,219,-6,35.5,36.5,24896.1666666667
2012,Memphis,2,3,115,136,-21,23,27.2,24984.2
2012,Miami (OH),3,2,136,129,7,27.2,25.8,14733
2012,Michigan State,2,5,148,107,41,21.1428571428571,15.2857142857143,75381.5714285714
2012,Middle Tennessee,3,2,171,134,37,28.5,22.3333333333333,15484.1666666667
2012,Missouri,3,4,191,173,18,27.2857142857143,24.7142857142857,67476.1428571429
2012,NC State,5,1,227,56,171,37.8333333333333,9.33333333333333,54106.3333333333
2012,Nebraska,7,0,287,113,174,41,16.1428571428571,85516.7142857143
2012,Nevada,2,4,206,212,-6,34.3333333333333,35.3333333333333,23431.8333333333
2012,New Mexico,2,4,209,175,34,34.8333333333333,29.1666666666667,22306.6666666667
2012,Northern Illinois,6,0,259,81,178,43.1666666666667,13.5,15670.3333333333
2012,Notre Dame,6,0,137,76,61,22.8333333333333,12.6666666666667,80795
2012,Oklahoma,4,2,246,156,90,41,26,85243.3333333333
2012,Ole Miss,3,3,202,184,18,33.6666666666667,30.6666666666667,57065.6666666667
2012,Oregon State,6,1,249,111,138,35.5714285714286,15.8571428571429,43424.4285714286
2012,Penn State,5,2,203,150,53,29,21.4285714285714,96729.7142857143
2012,Rutgers,4,2,136,80,56,22.6666666666667,13.3333333333333,49188.1666666667
2012,San Diego State,6,1,267,136,131,38.1428571428572,19.4285714285714,30226.7142857143
2012,SMU,4,1,199,54,145,39.8,10.8,20829.4
2012,South Alabama,2,4,203,,,33.8333333333333,,16793.1666666667
2012,Southern Miss,0,6,121,205,-84,20.1666666666667,34.1666666666667,25615.5
2012,Syracuse,4,1,168,108,60,33.6,21.6,37952.6
2012,Texas A&M,3,2,212,115,97,42.4,23,87128.2
2012,Toledo,5,1,206,158,48,34.3333333333333,26.3333333333333,20551.5
2012,Troy,1,4,146,176,-30,29.2,35.2,20277.6
2012,UCF,5,1,218,133,85,36.3333333333333,22.1666666666667,34607.6666666667
2012,UCLA,5,2,235,150,85,33.5714285714286,21.4285714285714,68481.4285714286
2012,USC,4,2,228,126,102,38,21,87945
2012,UTEP,2,4,202,,,33.6666666666667,,29374
2012,Virginia,3,3,169,162,7,28.1666666666667,27,46798
2012,Washington,5,1,158,94,64,26.3333333333333,15.6666666666667,58616.5
2012,West Virginia,2,1,153,152,1,51,50.6666666666667,59744.3333333333
2012,Western Kentucky,3,3,145,160,-15,24.1666666666667,26.6666666666667,15310.3333333333
2012,Wisconsin,5,2,175,125,50,25,17.8571428571429,80005.5714285714
2013,Alabama,7,0,285,36,249,40.7142857142857,5.14285714285714,101505.428571429
2013,Arizona,4,2,193,108,85,32.1666666666667,18,47618.8333333333
2013,Arkansas,3,4,231,144,87,33,20.5714285714286,61596.2857142857
2013,Arkansas State,5,0,224,123,101,44.8,24.6,24979.8
2013,Ball State,6,0,248,128,120,41.3333333333333,21.3333333333333,13816.8333333333
2013,Baylor,7,0,424,94,330,60.5714285714286,13.4285714285714,45948.4285714286
2013,Boise State,6,0,292,82,210,48.6666666666667,13.6666666666667,34366.3333333333
2013,Boston College,5,1,202,147,55,33.6666666666667,24.5,33005.8333333333
2013,Buffalo,5,0,171,55,116,34.2,11,22038.4
2013,BYU,5,1,224,104,120,37.3333333333333,17.3333333333333,61224.8333333333
2013,California,1,6,196,314,-118,28,44.8571428571429,49329
2013,Clemson,5,1,267,143,124,44.5,23.8333333333333,81028.5
2013,Colorado,3,3,187,206,-19,31.1666666666667,34.3333333333333,38463
2013,FIU,0,6,170,,,28.3333333333333,,15452.8333333333
2013,Florida State,7,0,408,61,347,58.2857142857143,8.71428571428571,75421
2013,Georgia State,0,7,155,257,-102,22.1428571428571,36.7142857142857,15273.8571428571
2013,Georgia Tech,5,0,241,37,204,48.2,7.4,47682.8
2013,Hawaii,1,5,175,214,-39,29.1666666666667,35.6666666666667,30988.5
2013,Illinois,3,4,272,220,52,38.8571428571429,31.4285714285714,43786.5714285714
2013,Indiana,5,3,369,268,101,46.125,33.5,44352.875
2013,Iowa State,1,5,149,165,-16,24.8333333333333,27.5,55360.8333333333
2013,Kansas,3,4,134,221,-87,19.1428571428571,31.5714285714286,37883.8571428571
2013,Kansas State,5,3,271,184,87,33.875,23,52878.875
2013,Kent State,2,3,108,136,-28,21.6,27.2,17018.2
2013,Louisiana,4,1,236,133,103,47.2,26.6,25975.6
2013,Louisiana Tech,2,3,105,103,2,21,20.6,18666.4
2013,Marshall,6,0,317,79,238,52.8333333333333,13.1666666666667,25023
2013,Memphis,2,5,154,174,-20,22,24.8571428571429,28537.1428571429
2013,Miami (OH),0,5,231,,,46.2,,15998.6
2013,Michigan State,7,0,201,73,128,28.7142857142857,10.4285714285714,72327.7142857143
2013,Middle Tennessee,5,1,226,129,97,37.6666666666667,21.5,19214.3333333333
2013,Missouri,6,1,256,124,132,36.5714285714286,17.7142857142857,63504.5714285714
2013,NC State,3,5,203,209,-6,25.375,26.125,53177.5
2013,Nebraska,5,3,284,230,54,35.5,28.75,90933.25
2013,Nevada,4,1,173,102,71,34.6,20.4,23422.8
2013,New Mexico,2,4,218,242,-24,36.3333333333333,40.3333333333333,23441.1666666667
2013,Northern Illinois,4,0,162,93,69,40.5,23.25,21263.5
2013,Notre Dame,5,1,141,111,30,23.5,18.5,80795
2013,Oklahoma,6,0,207,84,123,34.5,14,84722.3333333333
2013,Ole Miss,4,2,223,137,86,37.1666666666667,22.8333333333333,59098.3333333333
2013,Oregon State,2,3,162,169,-7,32.4,33.8,42481
2013,Penn State,5,2,242,142,100,34.5714285714286,20.2857142857143,96587.4285714286
2013,Rutgers,5,2,179,161,18,25.5714285714286,23,46549.4285714286
2013,San Diego State,3,3,197,214,-17,32.8333333333333,35.6666666666667,33224
2013,SMU,3,3,216,213,3,36,35.5,17891.1666666667
2013,South Alabama,4,2,172,106,66,28.6666666666667,17.6666666666667,15925.8333333333
2013,Southern Miss,0,5,147,144,3,29.4,28.8,22751.8
2013,Syracuse,4,2,183,114,69,30.5,19,38276.8333333333
2013,Texas A&M,6,2,406,238,168,50.75,29.75,87125.375
2013,Toledo,5,1,248,177,71,41.3333333333333,29.5,18467.1666666667
2013,Troy,3,1,179,111,68,44.75,27.75,17876.25
2013,UCF,5,1,208,103,105,34.6666666666667,17.1666666666667,42084.1666666667
2013,UCLA,5,1,273,135,138,45.5,22.5,70285.1666666667
2013,USC,5,2,214,107,107,30.5714285714286,15.2857142857143,73126.4285714286
2013,UTEP,1,4,136,156,-20,27.2,31.2,28375.4
2013,Virginia,2,5,162,252,-90,23.1428571428571,36,45452.1428571429
2013,Washington,5,0,225,43,182,45,8.6,67559.6
2013,Western Kentucky,3,2,157,124,33,31.4,24.8,18334.4
2013,Wisconsin,6,1,271,67,204,38.7142857142857,9.57142857142857,78911.1428571429
2014,Alabama,7,0,,,,,,101533.714285714
2014,Arizona,6,1,275,195,80,39.2857142857143,27.8571428571429,50710.4285714286
2014,Arkansas,5,2,262,97,165,37.4285714285714,13.8571428571429,64869
2014,Arkansas State,4,1,186,110,76,37.2,22,25109.6
2014,Ball State,3,3,189,165,24,31.5,27.5,9388.66666666667
2014,Baylor,6,0,323,133,190,53.8333333333333,22.1666666666667,46709.5
2014,Boise State,7,0,279,152,127,39.8571428571429,21.7142857142857,32503.7142857143
2014,Boston College,3,4,178,157,21,25.4285714285714,22.4285714285714,34270.4285714286
2014,Buffalo,4,2,199,169,30,33.1666666666667,28.1666666666667,20403
2014,BYU,4,2,,,,,,57140.5
2014,California,2,4,273,187,86,45.5,31.1666666666667,47668.5
2014,Clemson,7,0,266,82,184,38,11.7142857142857,80175.7142857143
2014,Colorado,1,5,170,202,-32,28.3333333333333,33.6666666666667,37778.3333333333
2014,FIU,3,5,210,177,33,26.25,22.125,11966
2014,Florida State,5,0,147,68,79,29.4,13.6,82144.4
2014,Georgia State,1,4,148,225,-77,29.6,45,12322
2014,Georgia Tech,4,1,168,115,53,33.6,23,48347
2014,Hawaii,3,4,180,203,-23,25.7142857142857,29,26202.7142857143
2014,Illinois,5,2,197,192,5,28.1428571428571,27.4285714285714,41548.8571428571
2014,Indiana,3,3,203,146,57,33.8333333333333,24.3333333333333,41656.8333333333
2014,Iowa State,1,6,176,275,-99,25.1428571428571,39.2857142857143,52196.7142857143
2014,Kansas,3,3,165,,,27.5,,34077
2014,Kansas State,6,1,294,104,190,42,14.8571428571429,53080.7142857143
2014,Kent State,2,4,130,151,-21,21.6666666666667,25.1666666666667,13543.8333333333
2014,Louisiana,4,2,189,169,20,31.5,28.1666666666667,25808.6666666667
2014,Louisiana Tech,1,1,54,50,4,27,25,22037.5
2014,Marshall,6,1,309,165,144,44.1428571428571,23.5714285714286,27461.2857142857
2014,Memphis,5,1,235,95,140,39.1666666666667,15.8333333333333,33851
2014,Miami (OH),2,4,120,168,-48,20,28,15906.3333333333
2014,Michigan State,6,1,318,120,198,45.4285714285714,17.1428571428571,74680.7142857143
2014,Middle Tennessee,5,1,289,148,141,48.1666666666667,24.6666666666667,17408.3333333333
2014,NC State,4,3,232,212,20,33.1428571428572,30.2857142857143,54397.8571428572
2014,Nebraska,6,1,273,142,131,39,20.2857142857143,91249.1428571429
2014,Nevada,3,3,172,168,4,28.6666666666667,28,23862
2014,New Mexico,1,5,170,238,-68,28.3333333333333,39.6666666666667,21937.3333333333
2014,Northern Illinois,4,1,,,,,,13562.6
2014,Notre Dame,4,2,214,148,66,35.6666666666667,24.6666666666667,80795
2014,Oklahoma,3,3,205,150,55,34.1666666666667,25,85162
2014,Ole Miss,6,1,247,90,157,35.2857142857143,12.8571428571429,61547
2014,Oregon State,3,4,197,208,-11,28.1428571428571,29.7142857142857,42175.7142857143
2014,Penn State,3,4,214,117,97,30.5714285714286,16.7142857142857,101622.571428571
2014,Rutgers,4,2,187,,,31.1666666666667,,50631.8333333333
2014,San Diego State,6,0,195,76,119,32.5,12.6666666666667,32293.6666666667
2014,SMU,0,4,122,71,51,30.5,17.75,22657.5
2014,South Alabama,3,3,216,115,101,36,19.1666666666667,17444.8333333333
2014,Southern Miss,2,4,131,220,-89,21.8333333333333,36.6666666666667,22739.1666666667
2014,Syracuse,1,5,156,157,-1,26,26.1666666666667,40447
2014,Texas A&M,3,3,196,121,75,32.6666666666667,20.1666666666667,105122.5
2014,Toledo,5,1,223,175,48,37.1666666666667,29.1666666666667,19547.6666666667
2014,Troy,2,4,175,212,-37,29.1666666666667,35.3333333333333,16722
2014,UCF,6,0,210,72,138,35,12,37811.5
2014,UCLA,3,3,165,165,0,27.5,27.5,76650.1666666667
2014,UMass,1,2,87,98,-11,29,32.6666666666667,14597
2014,USC,5,1,264,133,131,44,22.1666666666667,73271.6666666667
2014,UTEP,5,1,204,141,63,34,23.5,28376.6666666667
2014,Virginia,5,2,214,135,79,30.5714285714286,19.2857142857143,39320.4285714286
2014,Washington,4,3,238,186,52,34,26.5714285714286,64507.8571428572
2014,West Virginia,0,2,53,71,-18,26.5,35.5,54795.5
2014,Western Kentucky,5,1,296,182,114,49.3333333333333,30.3333333333333,16305.5
2014,Wisconsin,6,0,256,89,167,42.6666666666667,14.8333333333333,79350.5
2015,Alabama,6,1,240,103,137,34.2857142857143,14.7142857142857,101285.142857143
2015,Arizona,4,2,272,183,89,45.3333333333333,30.5,51392.5
2015,Arkansas,3,3,251,189,62,41.8333333333333,31.5,66463.8333333333
2015,Arkansas State,5,1,279,147,132,46.5,24.5,23007.1666666667
2015,Ball State,2,4,128,172,-44,21.3333333333333,28.6666666666667,7973.5
2015,Baylor,4,2,294,180,114,49,30,46160
2015,Boise State,3,2,159,95,64,31.8,19,33560.2
2015,Boston College,3,4,226,,,32.2857142857143,,30256.7142857143
2015,Buffalo,2,4,191,155,36,31.8333333333333,25.8333333333333,17970.5
2015,BYU,6,0,270,115,155,45,19.1666666666667,58531.8333333333
2015,California,5,1,265,146,119,44.1666666666667,24.3333333333333,48799.5
2015,Clemson,5,0,189,70,119,37.8,14,81694.2
2015,Colorado,2,4,185,162,23,30.8333333333333,27,39388.5
2015,FIU,4,1,256,72,184,51.2,14.4,15181.4
2015,Florida State,7,0,294,126,168,42,18,73219.1428571429
2015,Georgia State,2,4,162,125,37,27,20.8333333333333,14788.5
2015,Georgia Tech,3,3,286,104,182,47.6666666666667,17.3333333333333,51070.6666666667
2015,Hawaii,3,4,229,193,36,32.7142857142857,27.5714285714286,23433
2015,Illinois,4,2,182,73,109,30.3333333333333,12.1666666666667,42647.1666666667
2015,Indiana,3,4,269,276,-7,38.4285714285714,39.4285714285714,44313.5714285714
2015,Iowa State,3,3,162,131,31,27,21.8333333333333,56518.8333333333
2015,Kansas,0,7,296,,,42.2857142857143,,27281.7142857143
2015,Kansas State,4,3,259,,,37,,53099.7142857143
2015,Kent State,2,4,173,,,28.8333333333333,,12561
2015,Louisiana,3,3,188,181,7,31.3333333333333,30.1666666666667,21596.1666666667
2015,Louisiana Tech,5,1,257,133,124,42.8333333333333,22.1666666666667,20977.1666666667
2015,Marshall,6,0,226,68,158,37.6666666666667,11.3333333333333,26321.6666666667
2015,Memphis,5,1,277,135,142,46.1666666666667,22.5,43801.8333333333
2015,Miami (OH),2,4,151,168,-17,25.1666666666667,28,15706.8333333333
2015,Michigan State,7,0,251,129,122,35.8571428571429,18.4285714285714,74661.1428571429
2015,Middle Tennessee,5,1,266,110,156,44.3333333333333,18.3333333333333,17209.6666666667
2015,Missouri,3,3,280,,,46.6666666666667,,65120
2015,NC State,3,3,214,171,43,35.6666666666667,28.5,56988
2015,Nebraska,3,4,220,189,31,31.4285714285714,27,89997.5714285714
2015,Nevada,3,1,118,115,3,29.5,28.75,20761.25
2015,New Mexico,5,3,272,217,55,34,27.125,23528
2015,Northern Illinois,5,1,251,163,88,41.8333333333333,27.1666666666667,13941.5
2015,Notre Dame,6,0,240,114,126,40,19,80795
2015,Oklahoma,6,0,282,137,145,47,22.8333333333333,85356.5
2015,Ole Miss,5,1,303,99,204,50.5,16.5,60441.6666666667
2015,Oregon State,2,4,214,,,35.6666666666667,,36079.3333333333
2015,Penn State,6,1,196,87,109,28,12.4285714285714,99798.5714285714
2015,Rutgers,2,5,277,181,96,39.5714285714286,25.8571428571429,47723
2015,San Diego State,6,1,229,99,130,32.7142857142857,14.1428571428571,29065.5714285714
2015,SMU,2,5,240,287,-47,34.2857142857143,41,21036.7142857143
2015,South Alabama,3,3,188,239,-51,31.3333333333333,39.8333333333333,16039
2015,Southern Miss,5,1,239,108,131,39.8333333333333,18,28334.5
2015,Syracuse,4,3,198,155,43,28.2857142857143,22.1428571428571,32102.4285714286
2015,Texas A&M,5,2,239,179,60,34.1428571428571,25.5714285714286,103622
2015,Toledo,4,2,225,333,-108,37.5,55.5,20841.8333333333
2015,Troy,2,3,139,118,21,27.8,23.6,19398.6
2015,UCF,0,6,160,138,22,26.6666666666667,23,30064.6666666667
2015,UCLA,4,2,183,163,20,30.5,27.1666666666667,66858.1666666667
2015,UMass,1,2,47,49,-2,15.6666666666667,16.3333333333333,12527
2015,USC,5,2,277,148,129,39.5714285714286,21.1428571428571,75358
2015,UTEP,3,2,155,77,78,31,15.4,23211.6
2015,Virginia,4,2,189,212,-23,31.5,35.3333333333333,41536.1666666667
2015,Washington,3,2,176,84,92,35.2,16.8,57525.4
2015,Western Kentucky,4,0,181,99,82,45.25,24.75,18485.75
2015,Wisconsin,5,2,318,23,295,45.4285714285714,3.28571428571429,78014.1428571429
2016,Alabama,7,0,265,48,217,37.8571428571429,6.85714285714286,101821
2016,Arizona,3,4,210,250,-40,30,35.7142857142857,48288.1428571429
2016,Arkansas,5,2,220,160,60,31.4285714285714,22.8571428571429,69581
2016,Arkansas State,4,2,169,124,45,28.1666666666667,20.6666666666667,22700
2016,Ball State,1,4,151,180,-29,30.2,36,7789.2
2016,Baylor,4,2,222,155,67,37,25.8333333333333,45838.1666666667
2016,Boise State,6,0,195,144,51,32.5,24,34273.3333333333
2016,Boston College,3,3,212,99,113,35.3333333333333,16.5,32157
2016,Buffalo,2,4,145,172,-27,24.1666666666667,28.6666666666667,17492.8333333333
2016,BYU,5,1,213,117,96,35.5,19.5,58568.8333333333
2016,California,2,2,146,170,-24,36.5,42.5,45675.75
2016,Clemson,4,1,209,84,125,41.8,16.8,80195.8
2016,Colorado,6,0,228,85,143,38,14.1666666666667,46608.6666666667
2016,FIU,2,5,164,259,-95,23.4285714285714,37,16341.2857142857
2016,Florida State,4,2,214,108,106,35.6666666666667,18,76800.1666666667
2016,Georgia State,2,3,132,126,6,26.4,25.2,13420.8
2016,Georgia Tech,4,1,160,121,39,32,24.2,47334
2016,Hawaii,4,3,252,249,3,36,35.5714285714286,24484.1428571429
2016,Illinois,2,5,192,,,27.4285714285714,,45635
2016,Indiana,4,3,203,206,-3,29,29.4285714285714,43027.1428571429
2016,Iowa State,2,5,241,204,37,34.4285714285714,29.1428571428571,52557
2016,Kansas,2,4,167,163,4,27.8333333333333,27.1666666666667,26161.5
2016,Kansas State,3,0,113,57,56,37.6666666666667,19,51954.3333333333
2016,Kent State,1,5,142,159,-17,23.6666666666667,26.5,10897.8333333333
2016,Louisiana,3,3,129,,,21.5,,20224.3333333333
2016,Louisiana Tech,4,0,207,110,97,51.75,27.5,21287.25
2016,Marshall,3,4,287,189,98,41,27,24759.8571428571
2016,Memphis,5,2,309,206,103,44.1428571428571,29.4285714285714,37345.5714285714
2016,Miami (OH),3,3,188,110,78,31.3333333333333,18.3333333333333,17109.5
2016,Michigan State,2,5,233,147,86,33.2857142857143,21,74666.5714285714
2016,Middle Tennessee,3,2,238,179,59,47.6,35.8,17243
2016,Missouri,4,3,287,176,111,41,25.1428571428571,52235.8571428572
2016,NC State,4,3,187,127,60,26.7142857142857,18.1428571428571,57497
2016,Nebraska,7,0,240,113,127,34.2857142857143,16.1428571428571,90200.2857142857
2016,Nevada,4,2,183,188,-5,30.5,31.3333333333333,18500.5
2016,New Mexico,6,1,290,209,81,41.4285714285714,29.8571428571429,20276.8571428571
2016,Northern Illinois,2,3,168,131,37,33.6,26.2,11019
2016,Notre Dame,2,3,145,126,19,29,25.2,80795
2016,Ohio,2,0,127,,,63.5,,17569
2016,Oklahoma,5,1,260,126,134,43.3333333333333,21,86857
2016,Ole Miss,4,3,260,225,35,37.1428571428572,32.1428571428572,64909.7142857143
2016,Oregon State,4,3,229,184,45,32.7142857142857,26.2857142857143,37622.4285714286
2016,Penn State,7,0,244,127,117,34.8571428571429,18.1428571428571,100257.142857143
2016,Rutgers,2,5,376,,,53.7142857142857,,44804.1428571429
2016,San Diego State,5,1,230,113,117,38.3333333333333,18.8333333333333,37289.1666666667
2016,SMU,2,4,233,144,89,38.8333333333333,24,24865.5
2016,South Alabama,5,2,275,141,134,39.2857142857143,20.1428571428571,16249.8571428571
2016,Southern Miss,4,2,221,141,80,36.8333333333333,23.5,28587.5
2016,Syracuse,2,4,146,211,-65,24.3333333333333,35.1666666666667,32804.6666666667
2016,Texas A&M,5,2,285,165,120,40.7142857142857,23.5714285714286,101916.857142857
2016,Toledo,5,1,233,122,111,38.8333333333333,20.3333333333333,20627.6666666667
2016,Troy,5,1,253,104,149,42.1666666666667,17.3333333333333,22542.1666666667
2016,UCF,3,3,168,100,68,28,16.6666666666667,35802.3333333333
2016,UCLA,3,2,183,143,40,36.6,28.6,66722.8
2016,UMass,2,1,79,54,25,26.3333333333333,18,11854
2016,USC,6,0,242,115,127,40.3333333333333,19.1666666666667,68459.1666666667
2016,UTEP,3,4,261,192,69,37.2857142857143,27.4285714285714,23000.5714285714
2016,Virginia,1,5,153,218,-65,25.5,36.3333333333333,39929.3333333333
2016,Washington,6,0,277,71,206,46.1666666666667,11.8333333333333,63293.1666666667
2016,West Virginia,4,0,115,58,57,28.75,14.5,59966.75
2016,Western Kentucky,5,1,279,100,179,46.5,16.6666666666667,18453.6666666667
2016,Wisconsin,5,1,202,94,108,33.6666666666667,15.6666666666667,79357.3333333333
2017,Alabama,5,0,207,49,158,41.4,9.8,101821
2017,Arizona,4,2,256,168,88,42.6666666666667,28,42631.8333333333
2017,Arkansas,3,3,243,157,86,40.5,26.1666666666667,63006.6666666667
2017,Arkansas State,4,1,201,67,134,40.2,13.4,23907.6
2017,Ball State,2,4,287,156,131,47.8333333333333,26,9899.16666666667
2017,Baylor,0,6,218,183,35,36.3333333333333,30.5,43829.6666666667
2017,Boise State,4,1,143,102,41,28.6,20.4,32501.6
2017,Boston College,2,4,117,134,-17,19.5,22.3333333333333,35924.3333333333
2017,Buffalo,4,2,217,178,39,36.1666666666667,29.6666666666667,13350.3333333333
2017,BYU,2,4,220,65,155,36.6666666666667,10.8333333333333,56266.5
2017,California,3,1,151,91,60,37.75,22.75,33854.5
2017,Clemson,6,0,214,50,164,35.6666666666667,8.33333333333333,80814.5
2017,Colorado,3,3,198,172,26,33,28.6666666666667,47055.8333333333
2017,FIU,5,1,201,145,56,33.5,24.1666666666667,16330.8333333333
2017,Florida State,3,3,215,122,93,35.8333333333333,20.3333333333333,70943
2017,Georgia State,1,4,61,119,-58,12.2,23.8,15832.6
2017,Georgia Tech,4,1,216,66,150,43.2,13.2,46680.2
2017,Hawaii,2,4,212,164,48,35.3333333333333,27.3333333333333,24243.8333333333
2017,Illinois,2,5,228,121,107,32.5714285714286,17.2857142857143,39416.1428571429
2017,Indiana,3,3,178,138,40,29.6666666666667,23,43952.5
2017,Iowa State,3,3,255,131,124,42.5,21.8333333333333,57931
2017,Kansas,1,6,265,221,44,37.8571428571429,31.5714285714286,26641.4285714286
2017,Kansas State,4,3,283,141,142,40.4285714285714,20.1428571428571,51196.7142857143
2017,Kent State,2,3,107,158,-51,21.4,31.6,13184.8
2017,Louisiana,3,2,196,179,17,39.2,35.8,15752.8
2017,Louisiana Tech,3,4,200,209,-9,28.5714285714286,29.8571428571429,20370.8571428571
2017,Marshall,3,2,144,98,46,28.8,19.6,22186.2
2017,Memphis,7,1,371,237,134,46.375,29.625,36302
2017,Miami (OH),3,3,149,123,26,24.8333333333333,20.5,16444.3333333333
2017,Michigan State,6,1,159,112,47,22.7142857142857,16,72485.4285714286
2017,Middle Tennessee,4,2,204,89,115,34,14.8333333333333,15619.6666666667
2017,Missouri,4,3,295,184,111,42.1428571428571,26.2857142857143,51489.8571428572
2017,NC State,5,1,222,145,77,37,24.1666666666667,56850
2017,Nebraska,2,5,156,255,-99,22.2857142857143,36.4285714285714,89797.5714285714
2017,Nevada,2,3,188,147,41,37.6,29.4,16594
2017,Northern Illinois,5,1,210,111,99,35,18.5,11291.3333333333
2017,Notre Dame,6,1,276,135,141,39.4285714285714,19.2857142857143,77622
2017,Ohio,3,1,151,69,82,37.75,17.25,20182
2017,Oklahoma,5,1,289,137,152,48.1666666666667,22.8333333333333,86519.8333333333
2017,Oregon State,1,5,194,173,21,32.3333333333333,28.8333333333333,34754
2017,Penn State,6,0,277,78,199,46.1666666666667,13,106020.5
2017,Rutgers,3,4,267,,,38.1428571428572,,39784.8571428571
2017,San Diego State,5,2,215,133,82,30.7142857142857,19,39346.8571428571
2017,SMU,5,1,254,166,88,42.3333333333333,27.6666666666667,19161.8333333333
2017,South Alabama,3,3,213,94,119,35.5,15.6666666666667,17345
2017,Southern Miss,3,3,192,118,74,32,19.6666666666667,21710.8333333333
2017,Syracuse,4,3,225,208,17,32.1428571428572,29.7142857142857,33930.5714285714
